counterfactual_group,target_object,sample_ids,states,gold_actions,step0_actions,step0_member_exact,step0_pair_exact,step0_same_actions,step11193_actions,step11193_member_exact,step11193_pair_exact,step11193_same_actions,comparison
shard_0_cf_0044,Drawer,shard_0_exp0_0406 | shard_0_exp0_0405,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1734,Drawer,shard_0_exp0_10924 | shard_0_exp0_10923,closed | open,"GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); PutObject(RemoteControl,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Bed); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(Bed); PickupObject(RemoteControl); GotoLocation(Drawer); PutObject(RemoteControl,Drawer)",0 | 0,0,0,both_not_exact
shard_0_cf_1754,Drawer,shard_0_exp0_10971 | shard_0_exp0_10970,closed | open,"GotoLocation(DiningTable); PickupObject(Pencil); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pencil,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(Pencil); GotoLocation(Drawer); PutObject(Pencil,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(Pencil); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pencil,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(Pencil); GotoLocation(Drawer); PutObject(Pencil,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1755,Drawer,shard_0_exp0_10973 | shard_0_exp0_10972,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1756,Drawer,shard_0_exp0_10975 | shard_0_exp0_10974,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1757,Drawer,shard_0_exp0_10977 | shard_0_exp0_10976,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1775,Drawer,shard_0_exp0_11054 | shard_0_exp0_11053,closed | open,"GotoLocation(DiningTable); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(Pen); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pen,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(Pen); GotoLocation(Drawer); PutObject(Pen,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1776,Drawer,shard_0_exp0_11056 | shard_0_exp0_11055,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer); OpenObject(Drawer),1 | 0,0,1,both_not_exact
shard_0_cf_1777,Drawer,shard_0_exp0_11058 | shard_0_exp0_11057,closed | open,"GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); PutObject(RemoteControl,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); OpenObject(Drawer); PutObject(RemoteControl,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(RemoteControl); GotoLocation(Drawer); PutObject(RemoteControl,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1778,Drawer,shard_0_exp0_11063 | shard_0_exp0_11062,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1788,Fridge,shard_0_exp0_11100 | shard_0_exp0_11099,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_0_cf_1789,Fridge,shard_0_exp0_11103 | shard_0_exp0_11102,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge); OpenObject(Fridge),1 | 0,0,1,both_not_exact
shard_0_cf_1790,Fridge,shard_0_exp0_11108 | shard_0_exp0_11107,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_0_cf_1812,Drawer,shard_0_exp0_11161 | shard_0_exp0_11160,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer); OpenObject(Drawer),1 | 0,0,1,both_not_exact
shard_0_cf_1813,Drawer,shard_0_exp0_11163 | shard_0_exp0_11162,closed | open,"GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",0 | 0,0,0,both_not_exact
shard_0_cf_1814,Drawer,shard_0_exp0_11165 | shard_0_exp0_11164,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer); OpenObject(Drawer),1 | 0,0,1,both_not_exact
shard_0_cf_1815,Drawer,shard_0_exp0_11167 | shard_0_exp0_11166,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer); OpenObject(Drawer),1 | 0,0,1,both_not_exact
shard_0_cf_1816,Drawer,shard_0_exp0_11169 | shard_0_exp0_11168,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer); OpenObject(Drawer),1 | 0,0,1,both_not_exact
shard_0_cf_1874,Fridge,shard_0_exp0_11344 | shard_0_exp0_11343,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_0_cf_1875,Drawer,shard_0_exp0_11346 | shard_0_exp0_11345,closed | open,"GotoLocation(Desk); PickupObject(CreditCard); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CreditCard,Drawer); CloseObject(Drawer) | GotoLocation(Desk); PickupObject(CreditCard); GotoLocation(Drawer); PutObject(CreditCard,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Desk); PickupObject(CreditCard); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CreditCard,Drawer); CloseObject(Drawer) | GotoLocation(Desk); PickupObject(CreditCard); GotoLocation(Drawer); PutObject(CreditCard,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1879,Drawer,shard_0_exp0_11359 | shard_0_exp0_11358,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1928,Drawer,shard_0_exp0_11496 | shard_0_exp0_11495,closed | open,"GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1929,Drawer,shard_0_exp0_11499 | shard_0_exp0_11498,closed | open,"GotoLocation(Dresser); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(KeyChain); GotoLocation(Drawer); PutObject(KeyChain,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer)",1 | 0,0,1,both_not_exact
shard_0_cf_1930,Drawer,shard_0_exp0_11503 | shard_0_exp0_11502,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1931,Drawer,shard_0_exp0_11505 | shard_0_exp0_11504,closed | open,"GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Watch,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Watch); GotoLocation(Drawer); PutObject(Watch,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1965,Drawer,shard_0_exp0_11615 | shard_0_exp0_11614,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1966,Drawer,shard_0_exp0_11620 | shard_0_exp0_11619,closed | open,"GotoLocation(DiningTable); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(KeyChain); GotoLocation(Drawer); PutObject(KeyChain,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(KeyChain); GotoLocation(Drawer); PutObject(KeyChain,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1987,Drawer,shard_0_exp0_11703 | shard_0_exp0_11702,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1988,Drawer,shard_0_exp0_11705 | shard_0_exp0_11704,closed | open,"GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CD,Drawer); CloseObject(Drawer) | GotoLocation(DiningTable); PickupObject(CD); GotoLocation(Drawer); PutObject(CD,Drawer)",0 | 0,0,0,both_not_exact
shard_0_cf_1989,Drawer,shard_0_exp0_11707 | shard_0_exp0_11706,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1990,Drawer,shard_0_exp0_11709 | shard_0_exp0_11708,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_1995,Drawer,shard_0_exp0_11722 | shard_0_exp0_11721,closed | open,"GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CellPhone,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(CellPhone); GotoLocation(Drawer); PutObject(CellPhone,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1996,Fridge,shard_0_exp0_11724 | shard_0_exp0_11723,closed | open,"GotoLocation(DiningTable); PickupObject(Plate); GotoLocation(Fridge); OpenObject(Fridge); PutObject(Plate,Fridge); CloseObject(Fridge) | GotoLocation(DiningTable); PickupObject(Plate); GotoLocation(Fridge); PutObject(Plate,Fridge)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(DiningTable); PickupObject(Plate); GotoLocation(Fridge); OpenObject(Fridge); PutObject(Plate,Fridge); CloseObject(Fridge) | GotoLocation(DiningTable); PickupObject(Plate); GotoLocation(Fridge); PutObject(Plate,Fridge)",1 | 1,1,0,candidate_fixed
shard_0_cf_1997,Drawer,shard_0_exp0_11726 | shard_0_exp0_11725,closed | open,"GotoLocation(Dresser); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(KeyChain); GotoLocation(Drawer); PutObject(KeyChain,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(KeyChain); GotoLocation(Drawer); OpenObject(Drawer); PutObject(KeyChain,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(KeyChain); GotoLocation(Drawer); PutObject(KeyChain,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_1999,Drawer,shard_0_exp0_11737 | shard_0_exp0_11736,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_2000,Drawer,shard_0_exp0_11740 | shard_0_exp0_11739,closed | open,"GotoLocation(Dresser); PickupObject(TissueBox); GotoLocation(Drawer); OpenObject(Drawer); PutObject(TissueBox,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(TissueBox); GotoLocation(Drawer); PutObject(TissueBox,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(TissueBox); GotoLocation(Drawer); OpenObject(Drawer); PutObject(TissueBox,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(TissueBox); GotoLocation(Drawer); PutObject(TissueBox,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_2001,Drawer,shard_0_exp0_11742 | shard_0_exp0_11741,closed | open,"GotoLocation(Dresser); PickupObject(Pencil); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pencil,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pencil); GotoLocation(Drawer); PutObject(Pencil,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Dresser); PickupObject(Pencil); GotoLocation(Drawer); OpenObject(Drawer); PutObject(Pencil,Drawer); CloseObject(Drawer) | GotoLocation(Dresser); PickupObject(Pencil); GotoLocation(Drawer); PutObject(Pencil,Drawer)",1 | 1,1,0,candidate_fixed
shard_0_cf_2024,Drawer,shard_0_exp0_11807 | shard_0_exp0_11806,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_2025,Drawer,shard_0_exp0_11809 | shard_0_exp0_11808,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_2026,Drawer,shard_0_exp0_11811 | shard_0_exp0_11810,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_2048,Drawer,shard_0_exp0_11882 | shard_0_exp0_11881,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_2049,Drawer,shard_0_exp0_11884 | shard_0_exp0_11883,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer); OpenObject(Drawer),1 | 0,0,1,both_not_exact
shard_0_cf_2050,Fridge,shard_0_exp0_11886 | shard_0_exp0_11885,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_0_cf_2052,Drawer,shard_0_exp0_11894 | shard_0_exp0_11893,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_2053,Drawer,shard_0_exp0_11896 | shard_0_exp0_11895,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_2054,Drawer,shard_0_exp0_11898 | shard_0_exp0_11897,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_2055,Drawer,shard_0_exp0_11900 | shard_0_exp0_11899,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_2056,Drawer,shard_0_exp0_11902 | shard_0_exp0_11901,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_2091,Fridge,shard_0_exp0_12019 | shard_0_exp0_12018,closed | open,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Fridge); OpenObject(Fridge) | GotoLocation(Fridge),1 | 1,1,0,candidate_fixed
shard_0_cf_2092,Drawer,shard_0_exp0_12021 | shard_0_exp0_12020,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_2108,Drawer,shard_0_exp0_12061 | shard_0_exp0_12060,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_2254,Drawer,shard_0_exp0_12380 | shard_0_exp0_12379,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_2255,Drawer,shard_0_exp0_12382 | shard_0_exp0_12381,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),1 | 1,1,0,candidate_fixed
shard_0_cf_2302,Drawer,shard_0_exp0_12476 | shard_0_exp0_12475,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer); OpenObject(Drawer),1 | 0,0,1,both_not_exact
shard_0_cf_2303,Drawer,shard_0_exp0_12478 | shard_0_exp0_12477,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer); OpenObject(Drawer),1 | 0,0,1,both_not_exact
shard_0_cf_2304,Drawer,shard_0_exp0_12480 | shard_0_exp0_12479,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer); OpenObject(Drawer),1 | 0,0,1,both_not_exact
shard_0_cf_2305,Drawer,shard_0_exp0_12482 | shard_0_exp0_12481,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer) | GotoLocation(Drawer),0 | 1,0,1,both_not_exact
shard_0_cf_2306,Drawer,shard_0_exp0_12484 | shard_0_exp0_12483,closed | open,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer),<unparseable> | <unparseable>,0 | 0,0,1,GotoLocation(Drawer); OpenObject(Drawer) | GotoLocation(Drawer); OpenObject(Drawer),1 | 0,0,1,both_not_exact
shard_0_cf_2314,Drawer,shard_0_exp0_12500 | shard_0_exp0_12499,closed | open,"GotoLocation(Desk); PickupObject(CreditCard); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CreditCard,Drawer); CloseObject(Drawer) | GotoLocation(Desk); PickupObject(CreditCard); GotoLocation(Drawer); PutObject(CreditCard,Drawer)",<unparseable> | <unparseable>,0 | 0,0,1,"GotoLocation(Desk); PickupObject(CreditCard); GotoLocation(Drawer); OpenObject(Drawer); PutObject(CreditCard,Drawer); CloseObject(Drawer) | GotoLocation(Desk); PickupObject(CreditCard); GotoLocation(Drawer); PutObject(CreditCard,Drawer)",1 | 1,1,0,candidate_fixed
